source_db2,hg19_chr_start_end,chrom_text,tx_start,tx_end,strand,gene_symbol,ogi_imprinting_Status,ogi_Expressed_Allele,Gene_id,Location,your_input,tax_id,entrez,title,location,chrom,status,type,aliases,database,id_position,id_ensembl,id_assembly,cds_start,cds_end,exon_count,exon_starts,exon_ends,canonical,source
gi,chr7_77646373_79082890,chr7,77646373,79082890,-,MAGI2,Imprinted,Maternal,MAGI2,7q21 AS ,MAGI2,9606,9863,"membrane associated guanylate kinase, WW and PDZ domain containing 2",7q21.11,7,active,protein-coding,"[ACVRIP1, MGI:1354953, MAGI-2, ARIP1, OTTHUMG00000130697, MAGI2, HGNC:18957, CCDS75623, ENSG00000187391, CCDS5594, AB014605, NPHS15, uc003ugx.3, NM_012301, Q86UL8, AIP1, SSCAM, MIM:606382, RGD:621855, AIP-1, KIAA0705]",EpiMed GENSYM,uc003ugx.3,ENST00000354212,GRCh37,77648631,79082636,22,"[77646373, 77708263, 77755010, 77756513, 77762205, 77764337, 77789341, 77797232, 77807327, 77814945, 77824190, 77830478, 77885259, 77973094, 77975238, 77998472, 78119077, 78130893, 78150746, 78256435, 78636405, 79082335]","[77649293, 77708402, 77755154, 77756733, 77762377, 77764523, 77789590, 77797425, 77807419, 77814987, 77824380, 77830510, 77885898, 77973277, 77975360, 77998530, 78119157, 78131104, 78150962, 78256555, 78636522, 79082890]",TRUE,ucsc
added_list_fc,chr6_160327973_160329107,chr6,160327973,160329107,+,MAS1,,,MAS1,6q25.3,4142,9606,4142,"MAS1 proto-oncogene, G protein-coupled receptor",6q25.3,6,active,protein-coding,"[RGD:3049, ENSG00000130368, CCDS5272, OTTHUMG00000015944, NM_002377, MGRA, MIM:165180, HGNC:6899, MAS1, M13150, uc003qsz.4, MGI:96918, MAS, P04201]",EpiMed GENUID,uc003qsz.3,,GRCh37,160327987,160328965,1,[160327973],[160329107],TRUE,ucsc
gi_otago,chr20_30135184_30136019,chr20,30135184,30136019,+,MCTS2P,Imprinted,Paternal,PSIMCT-1,20q11,MCTS2,9606,100101490,"MCTS family member 2, pseudogene",20q11.21,20,active,pseudo,"[MCTS2, MGI:1913655, psiMCT-1, HGNC:49760, NG_045217, ENSG00000101898, PSIMCT-1, PGOHUM00000247641, MCTS2P, OTTHUMG00000032177]",EpiMed GENALIAS,uc010gdt.3,,GRCh37,30135184,30135184,1,[30135184],[30136019],FALSE,ucsc
gi_otago,chr14_101292444_101327360,chr14,101292444,101327360,+,MEG3,Imprinted,Maternal,MEG3,14q32 ,MEG3,9606,55384,maternally expressed 3,14q32.2,14,active,ncRNA,"[MEG3, uc059fga.1, LINC00023, ENSG00000214548, MIM:605636, MGI:1202886, HGNC:14575, NR_002766, FP504, GTL2, URS0000759EA9, NCRNA00023, prebp1, PRO0518, PRO2160, OTTHUMG00000029052, AB032607, onco-lncRNA-83]",EpiMed GENSYM,uc001yhy.3,,GRCh37,101292444,101292444,9,"[101292444, 101295044, 101295370, 101297757, 101298848, 101300968, 101302503, 101311794, 101327027]","[101292554, 101295153, 101296086, 101297871, 101298978, 101301088, 101302637, 101311870, 101327360]",FALSE,ucsc
gi_otago,chr14_101361106_101373305,chr14,101361106,101373305,+,MEG8,Imprinted,Maternal,MEG8,14q32,MEG8,9606,79104,"maternally expressed 8, small nucleolar RNA host gene",14q32.2-q32.31,14,active,ncRNA,"[Bsr, Rian, lnc-MGC, Irm, MIM:613648, OTTHUMG00000029060, HGNC:14574, MEG8, uc059fgr.1, SNHG24, URS000033883E, SNHG23, AW026953, NR_024149, URS0000A8C125, ENSG00000225746, NCRNA00024, AL132709.8, CA396130, LINC00024, MGI:1922995]",EpiMed GENSYM,uc010txl.1,ENST00000553584,GRCh37,101361106,101361106,4,"[101361106, 101365293, 101372434, 101373272]","[101361376, 101365422, 101372500, 101373305]",FALSE,ucsc
gi_otago,chr7_130126015_130146138,chr7,130126015,130146138,+,MEST,Imprinted,Paternal,MEST,7q32 ,MEST,9606,4232,mesoderm specific transcript,7q32.2,7,active,protein-coding,"[RGD:1594589, uc003vqc.4, NM_002402, CCDS59081, MIM:601029, MGI:96968, CCDS5822, CCDS5823, PEG1, ENSG00000106484, Q5EB52, HGNC:7028, MEST, OTTHUMG00000156661]",EpiMed GENSYM,uc003vqc.3,,GRCh37,130135209,130144897,12,"[130126015, 130135208, 130136996, 130137776, 130137979, 130138259, 130139715, 130140302, 130140629, 130142484, 130143773, 130144779]","[130126236, 130135363, 130137076, 130137854, 130138116, 130138318, 130139756, 130140373, 130140731, 130142561, 130143837, 130146138]",TRUE,ucsc
gi_otago,chr7_130126897_130131013,chr7,130126897,130131013,-,MESTIT1,Imprinted,Paternal,MESTIT1,7q32,MESTIT1,9606,317751,"MEST intronic transcript 1, antisense RNA",7q32.2,7,active,ncRNA,"[HGNC:17991, AF482998, MEST-IT, NCRNA00040, MEST-IT1, OTTHUMG00000186331, uc003vqe.4, PEG1-AS, MEST-AS1, ENSG00000272701, MESTIT1, NR_004382, MIM:607794, URS00003B5D52]",EpiMed GENSYM,uc003vqe.3,,GRCh37,130126897,130126897,2,"[130126897, 130130682]","[130129808, 130131013]",TRUE,ucsc
gi_otago,chr19_57352269_57359922,chr19,57352269,57359922,+,MIMT1,Imprinted,Paternal,MIMT1,19q13,MIMT1,9606,100073347,MER1 repeat containing imprinted transcript 1,19q13.43,19,active,ncRNA,"[LINC00067, MIM1, EF110915, ENSG00000268654, MIMT1, HGNC:33464, NCRNA00067, OTTHUMG00000182170, NR_024059, URS0000CCDF8F, uc010ett.2, URS000075C358]",EpiMed GENSYM,uc010ett.1,,GRCh37,57352269,57352269,2,"[57352269, 57359319]","[57352954, 57359922]",TRUE,ucsc
otago,chr14_101521023_101521096,chr14,101521023,101521096,+,MIR134,,,MIR134,14q32.31,miR-134,9606,406924,microRNA 134,14q32.31,14,active,ncRNA,"[MIRN134, RGD:2325429, HGNC:31519, ENSG00000207993, MI0000474, MIM:610164, MIR134, mir-134, NR_029698, uc010txo.1, hsa-mir-134, URS0000589AA3]",NCBI GENE,uc010txo.1,ENST00000385258,GRCh37,101521023,101521023,1,[101521023],[101521096],TRUE,ucsc
gi,chr15_79502129_79502213,chr15,79502129,79502213,+,MIR184,Unknown,Unknown,MIR184,15q25,MIR184,9606,406960,microRNA 184,15q25.1,15,active,ncRNA,"[RGD:2325559, hsa-mir-184, MI0000481, MIM:613146, ENSG00000207695, MIRN184, uc010uni.2, NR_029705, URS000032015F, HGNC:31555, EDICT, MIR184, miR-184]",EpiMed GENSYM,uc010uni.2,ENST00000384962,GRCh37,79502129,79502129,1,[79502129],[79502213],TRUE,ucsc
gi,chr20_57392669_57392749,chr20,57392669,57392749,-,MIR296,Imprinted,Paternal,MIR296,20q13,MIR296,9606,407022,microRNA 296,20q13.32,20,active,ncRNA,"[miRNA296, MIM:610945, ENSG00000284040, HGNC:31617, MI0000747, URS00006F0310, RGD:2325345, MIRN296, NR_029844, MIR296, mir-296, hsa-mir-296, uc002xzr.1]",EpiMed GENSYM,uc002xzr.1,ENST00000385215,GRCh37,57392669,57392669,1,[57392669],[57392749],TRUE,ucsc
gi,chr20_57393280_57393368,chr20,57393280,57393368,-,MIR298,Imprinted,Paternal,MIR298,20q13,MIR298,9606,100126296,microRNA 298,20q13.32,20,active,ncRNA,"[MIRN298, MIM:614914, NR_030580, MIR298, MI0005523, RGD:2325373, hsa-mir-298, HGNC:33634, ENSG00000216031, URS000069C337, uc021wfk.1]",EpiMed GENSYM,uc021wfk.1,ENST00000401212,GRCh37,57393280,57393280,1,[57393280],[57393368],TRUE,ucsc
otago,chr14_101340829_101340922,chr14,101340829,101340922,+,MIR337,,,MIR337,14q32.2,MIR337,9606,442905,microRNA 337,14q32.2,14,active,ncRNA,"[hsa-mir-337, NR_029889, URS000075CFEA, MIRN337, RGD:2325618, MI0000806, uc010txi.3, HGNC:31774, ENSG00000199151, MIR337, mir-337]",EpiMed GENSYM,uc010txi.2,,GRCh37,101340829,101340829,1,[101340829],[101340922],TRUE,ucsc
gi_otago,chr19_54290928_54291210,chr19,54290928,54291210,+,MIR371A,Imprinted,Paternal,MIR371,19q13,MIR371A,9606,442916,microRNA 371a,19q13.42,19,active,ncRNA,"[ENSG00000199031, MI0000779, URS000075E7B1, hsa-mir-371, MIR371A, RGD:2325374, hsa-mir-371a, uc010yec.3, MIRN371, HGNC:31785, MIM:612043, NR_029864, MIR371]",EpiMed GENSYM,uc010yec.2,,GRCh37,54290928,54290928,1,[54290928],[54291210],TRUE,ucsc
otago,chr11_2155363_2155439,chr11,2155363,2155439,-,MIR483,,,MIR483,11p15.5,MIR483,9606,619552,microRNA 483,11p15.5,11,active,ncRNA,"[ENSG00000207805, HGNC:32340, MIR483, mir-483, URS000018B0EE, hsa-mir-483, NR_030158, MI0002467, MIRN483, uc021qcc.2]",EpiMed GENSYM,uc021qcc.1,,GRCh37,2155363,2155363,1,[2155363],[2155439],TRUE,ucsc
otago,chr19_54169926_54170024,chr19,54169926,54170024,+,MIR512-1,,,MIR512-1,19q13.42,C19MC,9606,574458,microRNA 512-1,19q13.42,19,active,ncRNA,"[mir-512-1, MIRN512-1, MIR512-1, MI0003140, hsa-mir-512-1, ENSG00000207645, uc021uzj.1, HGNC:32090, URS000075DF19, NR_030180]",NCBI ALL,uc021uzj.1,ENST00000384913,GRCh37,54169926,54169926,1,[54169926],[54170024],TRUE,ucsc
otago,chr19_54215521_54215608,chr19,54215521,54215608,+,MIR517A,,,MIR517A,19q13.42,C19MC,9606,574479,microRNA 517a,19q13.42,19,active,ncRNA,"[MIR517A, HGNC:32111, mir-517a, ENSG00000207734, MI0003161, URS00006C1AF2, hsa-mir-517a, NR_030201, MIRN517A, uc021vae.1]",NCBI ALL,uc021vae.1,ENST00000385001,GRCh37,54215521,54215521,1,[54215521],[54215608],TRUE,ucsc
otago,chr19_54244566_54244661,chr19,54244566,54244661,+,MIR517C,,,MIR517C,19q13.42,C19MC,9606,574492,microRNA 517c,19q13.42,19,active,ncRNA,"[HGNC:32124, ENSG00000207838, MIRN517C, URS0000759A4A, MIR517C, MI0003174, uc021var.1, hsa-mir-517c, NR_030214]",NCBI ALL,uc021var.1,ENST00000385103,GRCh37,54244566,54244566,1,[54244566],[54244661],TRUE,ucsc
otago,chr19_54255650_54255735,chr19,54255650,54255735,+,MIR519A1,,,MIR519A1,19q13.42,C19MC,9606,574496,microRNA 519a-1,19q13.42,19,active,ncRNA,"[MIRN519A1, URS000075A42F, MIR519A1, MI0003178, ENSG00000207992, hsa-mir-519a-1, mir-519a-1, HGNC:32128, uc021vau.1, MIRN519A-1, NR_030218]",NCBI ALL,uc021vau.1,ENST00000385257,GRCh37,54255650,54255650,1,[54255650],[54255735],TRUE,ucsc
otago,chr19_54225419_54225509,chr19,54225419,54225509,+,MIR520G,,,MIR520G,19q13.42,C19MC,9606,574484,microRNA 520g,19q13.42,19,active,ncRNA,"[uc021vaj.1, mir-520g, ENSG00000207799, MIR520G, MI0003166, MIM:616272, URS000068CB78, MIRN520G, HGNC:32116, hsa-mir-520g, NR_030206]",NCBI ALL,uc021vaj.1,ENST00000385064,GRCh37,54225419,54225419,1,[54225419],[54225509],TRUE,ucsc
otago,chr19_54197646_54197729,chr19,54197646,54197729,+,MIR526B,,,MIR526B,19q13.42,C19MC,9606,574468,microRNA 526b,19q13.42,19,active,ncRNA,"[ENSG00000207580, MIR526B, MIRN526B, HGNC:32100, MI0003150, hsa-mir-526b, URS000075D282, NR_030190, uc021uzt.1]",NCBI ALL,uc021uzt.1,ENST00000384848,GRCh37,54197646,54197646,1,[54197646],[54197729],TRUE,ucsc
gi_otago,chr15_23810453_23813166,chr15,23810453,23813166,+,MKRN3,Imprinted,Paternal,MKRN3,15q11-q13 ,MKRN3,9606,7681,makorin ring finger protein 3,15q11.2,15,active,protein-coding,"[ZFP127, ENSG00000179455, U19107, CPPB2, uc001ywh.5, MIM:603856, CCDS10013, RNF63, OTTHUMG00000129160, MGC88288, RGD:1311197, NM_005664, Q13064, MKRN3, ZNF127, HGNC:7114, D15S9, MGI:2181178]",EpiMed GENSYM,uc001ywh.4,,GRCh37,23810929,23812453,1,[23810453],[23813166],TRUE,ucsc
gi,chr6_166778407_166796501,chr6,166778407,166796501,-,MPC1,Predicted,Paternal,BRP44L,6q27 AS ,BRP44L,9606,51660,mitochondrial pyruvate carrier 1,6q27,6,active,protein-coding,"[uc063svb.1, NM_016098, CCDS5293, Q9Y5U8, MIM:614738, BRP44L, RGD:620902, OTTHUMG00000015999, SLC54A1, HGNC:21606, MGI:1915240, CCDS75547, ENSG00000060762, CGI-129, AF125101, MPYCD, dJ68L15.3, MPC1]",EpiMed GENALIAS,uc021zif.2,,GRCh37,166778916,166796364,5,"[166778407, 166779461, 166780282, 166783705, 166796293]","[166778941, 166779594, 166780379, 166783709, 166796501]",FALSE,ucsc
gi,chr6_84743419_84800605,chr6,84743419,84800605,+,MRAP2,Predicted,Paternal,MRAP2,6q14,MRAP2,9606,112609,melanocortin 2 receptor accessory protein 2,6q14.2,6,active,protein-coding,"[uc003pkg.5, bA51G5.2, Q96G30, MIM:615410, NM_138409, ENSG00000135324, OTTHUMG00000015121, CCDS5001, MGI:3609239, RGD:1309873, C6orf117, AK090775, HGNC:21232, MRAP2]",EpiMed GENSYM,uc003pkg.4,,GRCh37,84765037,84799200,4,"[84743419, 84765030, 84772611, 84798809]","[84743602, 84765164, 84772711, 84800605]",TRUE,ucsc
gi,chr20_61427804_61431945,chr20,61427804,61431945,+,MRGBP,Predicted,Maternal,C20orf20,20q13,C20orf20,9606,55257,MRG domain binding protein,20q13.33,20,active,protein-coding,"[C20orf20, FLJ10914, URCC4, HGNC:15866, RGD:1308612, MIM:611157, CCDS13503, AK001776, Eaf7, NM_018270, Q9NV56, MRGBP, OTTHUMG00000032940, uc002ydi.4, MRG15BP, ENSG00000101189, MGI:1920497]",EpiMed GENALIAS,uc002ydi.3,,GRCh37,61427875,61430995,5,"[61427804, 61428461, 61429938, 61430326, 61430807]","[61428023, 61428583, 61430020, 61430401, 61431945]",TRUE,ucsc
added_list_fc,chr11_59856136_59865940,chr11,59856136,59865940,+,MS4A2,,,MS4A2,11q12.1,2206,9606,2206,membrane spanning 4-domains A2,11q12.1,11,active,protein-coding,"[NM_000139, RGD:2598, CCDS73292, FCERI, IGEL, IGER, APY, ENSG00000156738, CCDS7980, MGI:95495, Q01362, IGHER, M89796, LRG_140, OTTHUMG00000167239, FCER1B, ENSG00000149534, uc001nop.4, MIM:147138, MS4A2, MS4A1, ATOPY, HGNC:7316]",EpiMed GENUID,uc001nop.3,,GRCh37,59856238,59863129,7,"[59856136, 59857164, 59857808, 59860264, 59860872, 59861436, 59863030]","[59856294, 59857294, 59857943, 59860321, 59861031, 59861535, 59865940]",TRUE,ucsc
added_list_fc,chr2_16080682_16087129,chr2,16080682,16087129,+,MYCN,,,MYCN,2p24.3,4613,9606,4613,"MYCN proto-oncogene, bHLH transcription factor",2p24.3,2,active,protein-coding,"[MIM:164840, MODED, uc002rci.4, MGI:97357, RGD:1584995, OTTHUMG00000039579, NMYC, ENSG00000134323, ODED, HGNC:7559, CCDS1687, MYCN, BC002712, NM_005378, MYCNOT, bHLHe37, N-myc, P04198, CCDS86823]",EpiMed GENUID,uc002rci.3,,GRCh37,16082186,16086219,3,"[16080682, 16082069, 16085614]","[16080865, 16082976, 16087129]",TRUE,ucsc
gi,chr19_59073283_59084942,chr19,59073283,59084942,-,MZF1,Predicted,Maternal,MZF1,19q13,MZF1,9606,7593,myeloid zinc finger 1,19q13.43,19,active,protein-coding,"[P28698, uc002qtn.4, CCDS59427, CCDS12988, MGI:107457, ENSG00000099326, Zfp98, ZNF42, M58297, MZF1B, OTTHUMG00000183550, HGNC:13108, ZFP98, MIM:194550, MZF-1, ZSCAN6, MZF1, RGD:1308391, NM_198055]",EpiMed GENSYM,uc002qtn.3,,GRCh37,59073438,59082756,6,"[59073283, 59080643, 59080882, 59081710, 59082360, 59084739]","[59074871, 59080764, 59080953, 59081894, 59082796, 59084942]",TRUE,ucsc
gi_otago,chr16_3493667_3536963,chr16,3493667,3536963,+,NAA60,Imprinted,Maternal,NAT15,16p13,NAA60,9606,79903,"N-alpha-acetyltransferase 60, NatF catalytic subunit",16p13.3,16,active,protein-coding,"[CCDS81941, RGD:1308915, NatF, NAA60, NM_024845, MGI:1922013, CCDS81940, OTTHUMG00000150268, ENSG00000122390, MIM:614246, NAT15, hNaa60, Q9H7X0, FLJ14154, CCDS45396, HAT4, CCDS81938, CCDS81939, CCDS81937, HGNC:25875, uc002cvh.5]",EpiMed GENSYM,uc002cvh.4,,GRCh37,3526227,3534855,8,"[3493667, 3498470, 3526221, 3529470, 3532501, 3533362, 3534698, 3535466]","[3493837, 3498540, 3526337, 3529600, 3532598, 3533597, 3535061, 3536963]",TRUE,ucsc
gi,chr11_2965659_3013607,chr11,2965659,3013607,-,NAP1L4,Unknown,Unknown,NAP1L4,11p15,NAP1L4,9606,4676,nucleosome assembly protein 1 like 4,11p15.4,11,active,protein-coding,"[hNAP2, uc001lxc.4, NAP1L4b, ENSG00000205531, U77456, NM_005969, NAP1L4, Q99733, NAP2, ENSG00000273562, OTTHUMG00000011009, AA573896, MGI:1316687, BC022090, HGNC:7640, MIM:601651, CCDS41599, RGD:1305391, NAP2L]",EpiMed GENSYM,uc001lxc.3,,GRCh37,2970488,3000450,16,"[2965659, 2970456, 2972488, 2973009, 2975756, 2976973, 2979628, 2980999, 2985909, 2991032, 2992677, 2993331, 2997253, 2999513, 3000436, 3013483]","[2966876, 2970494, 2972545, 2973039, 2975876, 2976996, 2979774, 2981139, 2985981, 2991164, 2992764, 2993473, 2997353, 2999572, 3000467, 3013607]",TRUE,ucsc
gi_otago,chr4_89617065_89619023,chr4,89617065,89619023,-,NAP1L5,Imprinted,Paternal,NAP1L5,4q22,NAP1L5,9606,266812,nucleosome assembly protein 1 like 5,4q22.1|4q21-q22,4,active,protein-coding,"[ENSG00000177432, OTTHUMG00000130950, RGD:1584123, Q96NT1, MIM:612203, HGNC:19968, NAP1L5, uc003hrx.4, NM_153757, DRLM, CCDS3632, MGI:1923555]",EpiMed GENSYM,uc003hrx.3,,GRCh37,89618356,89618905,1,[89617065],[89619023],TRUE,ucsc
gi_otago,chr15_23930553_23932450,chr15,23930553,23932450,-,NDN,Imprinted,Paternal,NDN,15q11,NDN,9606,4692,"necdin, MAGE family member",15q11.2,15,active,protein-coding,"[ENSG00000182636, MGI:97290, MIM:602117, NM_002487, CCDS10014, HsT16328, PWCR, OTTHUMG00000129161, U35139, NDN, uc001ywk.4, Q99608, HGNC:7675, RGD:1310526]",EpiMed GENSYM,uc001ywk.3,,GRCh37,23931398,23932364,1,[23930553],[23932450],TRUE,ucsc
added_list_fc,chr6_97337186_97345767,chr6,97337186,97345767,-,NDUFAF4,,,NDUFAF4,6q16.1,29078,9606,29078,NADH:ubiquinone oxidoreductase complex assembly factor 4,6q16.1,6,active,protein-coding,"[bA22L21.1, OTTHUMG00000015246, RGD:735162, MIM:611776, AF161474, HRPAP20, Q9P032, C6orf66, uc003pow.4, NM_014165, CCDS5037, MC1DN15, MGI:1915743, My013, NDUFAF4, ENSG00000123545, HGNC:21034, HSPC125]",EpiMed GENUID,uc003pow.3,,GRCh37,97338979,97345677,3,"[97337186, 97344619, 97345541]","[97339267, 97344723, 97345767]",TRUE,ucsc
gi,chr8_63161500_63903628,chr8,63161500,63903628,+,NKAIN3,Predicted,Paternal,NKAIN3,8q12,NKAIN3,9606,286183,sodium/potassium transporting ATPase interacting 3,8q12.3,8,active,protein-coding,"[uc010lyq.2, HGNC:26829, RGD:1591051, NM_173688, OTTHUMG00000164361, MIM:612872, MGI:2444830, FLJ39630, NKAIN3, Q8N8D7, FAM77D, ENSG00000274956, UG0898H09, ENSG00000185942, NKAIN3-IT1, AK096949]",EpiMed GENSYM,uc010lyq.1,,GRCh37,63161632,63902788,6,"[63161500, 63492097, 63502272, 63659490, 63831011, 63902726]","[63161686, 63492235, 63502353, 63659688, 63831072, 63903628]",TRUE,ucsc
gi,chr10_134598319_134599537,chr10,134598319,134599537,-,NKX6-2,Predicted,Maternal,NKX6-2,10q26 AS ,NKX6-2,9606,84504,NK6 homeobox 2,10q26.3,10,active,protein-coding,"[NM_177400, HGNC:19321, CCDS7670, NKX6-2, AF184215, MIM:605955, NKX6B, GTX, Q9C056, ENSG00000148826, RGD:1307280, SPAX8, OTTHUMG00000019294, MGI:1352738, uc001llr.3, NKX6.2, NKX6.1]",EpiMed GENSYM,uc001llr.2,,GRCh37,134598419,134599452,3,"[134598319, 134598783, 134599046]","[134598674, 134598956, 134599537]",TRUE,ucsc
gi,chr19_55476651_55512510,chr19,55476651,55512510,+,NLRP2,Imprinted,Maternal,NLRP2,19q13,NLRP2,9606,55655,NLR family pyrin domain containing 2,19q13.42,19,active,protein-coding,"[NM_017852, OTTHUMG00000167763, uc021vbq.2, ENSG00000273992, ENSG00000278789, Q9NX02, NBS1, AK000517, MIM:609364, NLRP2, ENSG00000278682, FLJ20510, RGD:1589140, ENSG00000275399, ENSG00000275796, CCDS12913, ENSG00000277060, CCDS86807, ENSG00000275082, HGNC:22948, CCDS54319, PYPAF2, CCDS54318, ENSG00000022556, CLR19.9, PAN1, NALP2, ENSG00000275843, ENSG00000274638, MGI:3041206]",EpiMed GENSYM,uc021vbq.1,,GRCh37,55481383,55512266,13,"[55476651, 55481366, 55485867, 55489119, 55492984, 55493529, 55496414, 55497518, 55501389, 55501869, 55505636, 55508684, 55512127]","[55476745, 55481663, 55485912, 55489191, 55493050, 55495096, 55496585, 55497683, 55501560, 55502040, 55505807, 55508855, 55512510]",TRUE,ucsc
gi_otago,chr20_36149606_36152090,chr20,36149606,36152090,+,NNAT,Imprinted,Paternal,NNAT,20q11,NNAT,9606,4826,neuronatin,20q11.23,20,active,protein-coding,"[Q16517, Peg5, MIM:603106, OTTHUMG00000032420, CCDS13296, CCDS13297, NM_005386, NNAT, MGI:104716, HGNC:7860, ENSG00000053438, RGD:620155, uc002xhd.4]",EpiMed GENSYM,uc002xhd.3,,GRCh37,36149733,36151161,3,"[36149606, 36150759, 36151068]","[36149805, 36150840, 36152090]",TRUE,ucsc
gi_otago,chr15_24920540_24928593,chr15,24920540,24928593,+,NPAP1,Imprinted,Unknown,C15orf2,15q11-q13 ,NPAP1,9606,23742,nuclear pore associated protein 1,15q11.2,15,active,protein-coding,"[MIM:610922, NPAP1, C15orf2, HGNC:1190, OTTHUMG00000129179, Q9NZP6, NM_018958, CCDS10015, uc001ywo.4, AF179681, ENSG00000185823]",EpiMed GENSYM,uc001ywo.3,,GRCh37,24921014,24924485,1,[24920540],[24928593],TRUE,ucsc
gi,chr11_131780711_132206716,chr11,131780711,132206716,+,NTM,Imprinted,Maternal,NTM,11q25 ,NTM,9606,50863,neurotrimin,11q25,11,active,protein-coding,"[RGD:620958, NTM, CCDS8491, MIM:607938, Q9P121, uc001qgp.4, CEPU-1, HNT, HGNC:17941, NM_016522, NTRI, IGLON2, OTTHUMG00000066364, CCDS41733, CCDS44778, MGI:2446259, ENSG00000182667, AF126426, CCDS44777]",EpiMed GENSYM,uc001qgp.3,,GRCh37,131781375,132205040,7,"[131780711, 132016175, 132081915, 132177582, 132180005, 132184445, 132204939]","[131781542, 132016408, 132082041, 132177717, 132180126, 132184597, 132206716]",TRUE,ucsc
gi,chr1_228395830_228566575,chr1,228395830,228566575,+,OBSCN,Predicted,Paternal,OBSCN,1q42,OBSCN,9606,84033,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",1q42.13,1,active,protein-coding,"[OTTHUMG00000039772, MIM:608616, CCDS59204, NM_052843, RGD:631335, Q5VST9, CCDS1570, ENSG00000154358, AJ002535, HGNC:15719, OBSCN, MGI:2681862, KIAA1556, UNC89, CCDS58065, KIAA1639, ARHGEF30, uc001hsq.2]",EpiMed GENSYM,uc001hsq.2,ENST00000570156,GRCh37,228399484,228566496,116,"[228395830, 228399466, 228401141, 228401874, 228402490, 228403263, 228404121, 228404713, 228407024, 228412159, 228430883, 228431996, 228433113, 228434228, 228437665, 228444351, 228447201, 228451816, 228456230, 228459625, 228460972, 228461470, 228461878, 228462272, 228463460, 228464150, 228464630, 228464860, 228465205, 228465454, 228466389, 228466875, 228467521, 228467879, 228468230, 228469633, 228470718, 228471203, 228473778, 228474473, 228475394, 228475761, 228476325, 228479598, 228480223, 228481053, 228481852, 228482480, 228486154, 228486959, 228487582, 228491375, 228492003, 228492823, 228494072, 228494601, 228494959, 228495811, 228496799, 228497184, 228503547, 228504409, 228505164, 228505592, 228506584, 228509044, 228511028, 228520560, 228520899, 228521283, 228522212, 228522515, 228522780, 228523491, 228523900, 228524704, 228524944, 228525644, 228525990, 228526553, 228527645, 228528206, 228528424, 228528795, 228529137, 228529819, 228537590, 228538541, 228539021, 228540651, 228550276, 228552681, 228553136, 228553774, 228554100, 228554508, 228554675, 228555586, 228556039, 228556422, 228556836, 228557642, 228557893, 228558379, 228558723, 228561632, 228562014, 228562285, 228563402, 228563708, 228564493, 228564752, 228565189, 228565637, 228565971, 228566318]","[228395886, 228400472, 228401411, 228402135, 228402799, 228403530, 228404403, 228404989, 228407300, 228412435, 228431159, 228432272, 228433389, 228434504, 228437941, 228444627, 228447477, 228452092, 228456506, 228459922, 228461248, 228461749, 228462145, 228462542, 228463727, 228464417, 228464743, 228465014, 228465367, 228465559, 228466656, 228467145, 228467788, 228468146, 228468497, 228469906, 228470985, 228471470, 228474051, 228474740, 228475661, 228476025, 228476589, 228479862, 228480487, 228481317, 228482116, 228482744, 228486418, 228487223, 228487846, 228491639, 228492267, 228493087, 228494339, 228494868, 228495232, 228496084, 228496996, 228497260, 228503820, 228504685, 228505452, 228505874, 228506955, 228509915, 228511307, 228520639, 228521024, 228521481, 228522245, 228522614, 228522999, 228523552, 228523971, 228524827, 228525084, 228525845, 228526073, 228526727, 228527802, 228528323, 228528589, 228528954, 228529315, 228529933, 228537758, 228538644, 228539151, 228540763, 228550456, 228552778, 228553261, 228553887, 228554269, 228554590, 228554876, 228555647, 228556117, 228556595, 228556863, 228557795, 228557939, 228558457, 228560782, 228561713, 228562125, 228562453, 228563525, 228563879, 228564575, 228564992, 228565413, 228565707, 228566121, 228566575]",TRUE,ucsc
gi,chr1_248004229_248005198,chr1,248004229,248005198,-,OR11L1,Predicted,Paternal,OR11L1,1q44 AS ,OR11L1,9606,391189,olfactory receptor family 11 subfamily L member 1,1q44,1,active,protein-coding,"[NM_001001959, ENSG00000197591, OR11L1, RGD:1334164, CCDS31098, MGI:3030157, OTTHUMG00000040193, AB065646, Q8NGX0, HGNC:14998, uc001idn.1]",EpiMed GENSYM,uc001idn.1,ENST00000355784,GRCh37,248004229,248005198,1,[248004229],[248005198],TRUE,ucsc
